ID;leftContext;node;rightContext;truth
424;hi us ne licyað . Swa mycel bið seo synn , þe man sylfwilles deð , swa mycel yfel hit bið . Þæt us ne mæg derigan , gif us hwæt unþances of þam deofle becymð þurh his searo cræftas , slapende oþþe wæccende . Seofan hadas syndan gesette on;bocum;to Godes þenungum into Godes ciricean . An is hostiarius , oþer is lector , þridda Exorcista , feorþa acolitus , fifta subdiaconus , sixta diaconus , se seofoþa presbyter siue episcopus . Hostiarius is dureweard , se þe seþe cyricean cægan healt . Lector is rædere , se þe;plural
425;þær he clæne bið and on þeawum geþogen to Godes þenungum . Ge of munuchade ge of preosthade . Munuc wæs Martinus and mære bisceop . Munuc wæs Gregorius and mære bisceop and munuc wæs Cuthberhtus and mære bisceop and manega oþre of munuchade bisceopas wæron , swaswa we on;bocum;rædað . And of preosthade on clænnysse libbende manega wæron mære bisceopas and mæssepreostas , on mycelre drohtnunge , swyþe halige weras , þe we hatað confessores . Ac ge wyllað beon , þæs þe we wenað , of þam yfelan heape gehadedra manna , be þam þe se hælend;plural
426;habban þa mede , þe ure hælend behet þam , þe him þeniað . Eala ge mæssepreostas , mine gebroþra . We secgað eow nu þæt we ær ne sædon . Forþon þe Forþonþe we todæg sceolan dælan urne ele , on þreo wisan gehalgodne , swaswa us gewissað seo;boc;": Id est oleum sanctum et oleum crismatis et oleum infirmorum ; þæt is on englisc : halig ele , oþer is crisma and seoccra manna ele . And ge sceolon habban þreo ampullan gearuwe to þam þrym elum . Forþan þe Forþanþe we ne durran don hi togædere on";singular
427;huselboxcs on Eastran and healð ofer twelf monað to untrumum mannum , swilce þæt husel sig haligre þonne oþer . Ac hig doð swiþe unwislice , forþon ðe forþonðe hit wanað oððe mid ealle forrotað on swa langum fyrste . And he bið þonne scyldig , swaswa us secgð seo;boc;. Se ðe Seðe husel forhilt oððe hit forlyst oððe hit mis etað oþþe oþre nytenu , sceawa ða penitentialem hwæt heo segð be ðysum . Eal swa halig is þæt husel , þe bið gehalgod todæg , swa þæt , þe bið gehalgod on þam haligan Easterdæge . Healdað;singular
428;gehatene panis propositionis . And hyg sceoldan þær standan on þam Godes getelde oð oðerne Sæternes dæg and etan hyg ðonne þa sacerdas sylfe and settan þar oðre to . Sume preostas nellað þicgan þæt husel , þe hyg halgiað . Nu willað we eow secgan secgað , hu seo;boc;"segð be þam : Presbiter missam celebrans et non audens sumere sacrificium , accusante conscientia sua , anathema sit ; Se mæsse preost , þe mæssað and ne dear ðæt husel ðicgan , wat hine scildigne , se is amansumad . Læsse pleoh is to ðicganne þæt husol þonne to";singular
429;Drihten , þe halgode husol ær hys þrowuncge and cwæd , þæt se hlaf wære his agen lichama and þæt win wære witodlice his blod , se halgað dæghwamlice þurh his sacerda handa hlaf to his lichaman and win to his blode on gastlicre gerine , swaswa we rædað on;bocum;. Ne bið se liflica hlaf lichamlice swaðeah se ylca lichama , þe Crist on þrowade . Ne ðæt halige win nis ðæs hælendes blod , þe for us agoten wæs on lichamlicam ðincge . Ac on gastlicum andgite ægðer bið soðlice se hlaf his lichaman and þæt win eac;plural
430;and on hand selle þæt ge sculon finden reste eowre sawlen mid Gode and mid his gecorenan innan paradyses myrhþe . Seo eadiga Margareta wæs Theodosius dohtor : se gehersumode þan deofle and hi gehersamedo Gode and ealle his halgan . Ða geherde seo eadiga Margareta and hi hit on;bocum;fand , þæt þa cinges and þa ealdormenn and þa yfela gerefan ofslogen æfre and bebyrodon ealle þa Godes þeowas þe þær on lande wæron . Sumne hi mid wæpnum acwealdon and sumne mid hatum wætere . Sumne hi onhengon be þan fotum and sumne be þan earmum . Sumne;plural
431;ealre demena dema and dem nu betweon me and heom . Þa com hire fosterfæder gan to hire and þurh an eahþyrl he hire to spræc and he hire brohte bread and wæter . Þæs wæteres hi gebreac and nanes breades . And he hire þrowunge fægre sette on Godes;bocum;. And hit þa færunge gewearð sona æfter þan , þæt þær inn eode an grislic deofol . His nama wæs Ruffus and he wæs swiðe mycel on dracan heowe and eall he wæs nædderfah . And of his toþan leome ofstod , ealswa of hwiten swurde , and of;plural
432;"halgan Teclan and Susannan ; and swiþe manega eac þurh deofles lare beswicane wæran , þæt hi beeodan dumbe and deafe deofolgeld , mannes handgeweorc , þe naþor ne heom ne him sylfum to nanre freme beon ne mihton . Ic þa , Þeotimus , þurh Godes gyfe hwæthwugo on";bocum;geleornode and geornfullice smeade and sohte ymb Cristes geleafan , and ne fand ic næfre on bocum þæt ænig man mihte to ece reste becuman , butan he on þa halgan þrynnysse rihtlice gelifde , þæt is fæder and sunu and se halga gast , and þæt se sunu onfeng;plural
433;beeodan dumbe and deafe deofolgeld , mannes handgeweorc , þe naþor ne heom ne him sylfum to nanre freme beon ne mihton . Ic þa , Þeotimus , þurh Godes gyfe hwæthwugo on bocum geleornode and geornfullice smeade and sohte ymb Cristes geleafan , and ne fand ic næfre on;bocum;þæt ænig man mihte to ece reste becuman , butan he on þa halgan þrynnysse rihtlice gelifde , þæt is fæder and sunu and se halga gast , and þæt se sunu onfeng mennisc hiw and geþrowade deað for eall mankin , swa swa hit her bufan cwyþ . Blinde;plural
434;him seo synna geteold . Ic bidde þe , Drihten , þæt gif hwilc mon si gemetod on þinum þam egeslican dome and he si gemindig minum naman and þines , gefreolsa hine , Drihten , of tintregan . Get ic þe bidde , Drihten , þæt se þe macað;boc;mines martirhades oþþe on his huse hæbbe , sy his synna eal alætnesse , forþon þe we syndon flæsc and blod æfre singiende and næfre ablinnende . Get ic þe bidde , Drihten , þæt se þe cyrcan timbrige on minum naman and þær awrite mine þrowunge oþþe of his;singular
435;þe we syndon flæsc and blod æfre singiende and næfre ablinnende . Get ic þe bidde , Drihten , þæt se þe cyrcan timbrige on minum naman and þær awrite mine þrowunge oþþe of his gewinne gebicge , send on hine , Drihten , þono halgan gast . And þær;boc;sy mines martyrhades , ne sy þær geboren blind cild ne healt , ne dumb , ne deaf , ne fram unclænum gaste geswenct , ac sy þær sib and lufu and soþfæstnesse gast . And se þe þær biddeþ his synna forgifnesse , gecyþe him , Drihten , his;singular
436;"englas cumaþ ongean þe and neamaþ þin heafod and lædaþ hit on neorxnawonge ; and þin lichama biþ wurþful mid mannum , þæt swa hwa swa ahrineþ þine reliquias , of þære tide fram swa hwylcre untrumnesse swa he hæfþ he biþ gehæld . And þær þine reliquias beoþ oþþe";boc;þines martirhades , ne genealæcþ þær naþor ne yfel ne se unclæne gast . Ac þær biþ sib and lufu and soþfæstnesse and blis and gefea . And se þe þinne naman of ealra heortan cigeþ mid teara agotennesse , he biþ gefreolsad fram eallum his synnum . Eadig þu;singular
437;oþ ęnde mid halgum fæmnum . And ne beo þu sorhfull be þinum halgan lichaman , forþon þe he is forlætan on eorþan to þon þæt swa hwylc mann swa hrineþ þine reliquias oþþe þine ban , on þære tide syn adilgade heora synna and hira naman awritane on lifes;bocum;. Ic , Þeotimus , genam þa reliquias þære halgan fæmnan and ic hi gesætte on niwe scrine þe ic sylf ær of stane geworhte and mid swotum wyrtum gesweotte , and ic hio geheold on sumes godes wifes huse . Hire nama wæs Sincletica . Ic , Þeotimus ,;plural
438;martyrdom for Cryste ond Gode ageaf þone deorwyrðan gym þone þe deofol wolde gereafian , þæt ys seo halige sawl . On þone feowerteoðan dæg þæs monðes byð Sancte Hygebaldes gewytennys þæs halgan abbudes , þæs lychama resteð on Lyndesse mægðe . Be þam wrat Beda se leornere on Angelcynnes;bocum;þæt he wære haliges lyfes ond swiðe clænes . On þone XXI dæg þæs monðes byð Sancte Thomas tyd þæs apostoles , se wæs on Grecisc nemned didimus ond on Romanisc geminus , þæt ys on ure geþeode getwyn . Forþam he wæs swa geciged forþam ðe he wæs urum;plural
439;On ðæm þriddan monðe on geare bið an ond þrittig daga , ond se monð is nemned on Læden Martius ond on ure geþeode hredmonað . On þone æfteran dæg þæs monðes bið þæs biscopes geleornes Sancte Ceaddan . Ond þæs wundor ond lif Beda se leornere wrat on Angelcynnes;bocum;. Ðone Ceaddan ðyder se ercebiscop nam be norðan gemære on ðæm mynstre Læstenga yge ond hine asænde Myrceon to biscope ond Middelenglum ond Lindesfarum , ond openlice Godes englas læddon hine mid wynsume sange to heofonum . Ond þæt gehyrde his Godes þeow sum , þæs nama wæs Owine;plural
440;his tearum ond mid his gebedan Traianus sauwle ðæs hæþnan caseres þæt hine God of helle gefreode ond on reste gelædde . Ond Gregorius cnihta sum geseah hwite culfran of heofonum cuman lacks_emendation ond sittan on Gregorius heafde ond him eþode on ðone muð þone godcundan wisdom þe he on;bocum;wrat . On ðone þreotegðan dæg ðæs monðes bið þæs mæssepreostes tid Sancte Macedones ond his wifes , seo wæs nemned Patricie , ond his dohtar ðære nama wæs Modeste . Ond tosced on twa dæg ond niht . On ðone nygonteogðan dæg monðes bið se æftera worolde dæg .;plural
441;monað man nemneð on Læden Aprelis , ond on ure geþeode Eastermonaþ . On ðone þriddan dæg þæs monðes bið þara haligra fæmnena gemynd ond ðara eadigra gesweostra Sancta Agape ond Sancte Chonie ond Sancte Hirena . Þis syndon swiðe mære fæmnan on de virginitate , ðæt is on fæmnena;bocum;. Ðas fæmnan on Dioclitianus dagum ðæs caseres ðrowedon mærne martyrdom for Criste . Se casere hi sealde his gerefan , þæs nama wæs Dulcitius , þæt se hi genedde þæt hi Criste wiðsocan . Ða sona swa he þa fæmnan geseah , ða wæs he onstered mid scondlice luste;plural
442;Ða com stefn of heofonum ond cwæð to him , Cum , þu gebletsoda . Swa hwelc swa on ænigre frecennesse minne naman þurh þe gecegð , ic hine gehere . Ond siððan þisses halgan weres mihta wæron oft micle gecyþed , þæt mæg ongetan se þe rædeþ Sancte Arculfes;boc;þæt se man wæs stranglice gewitnad se geunarade Sancte Georgies anlicnesse ond se wæs wið his feondum gescilded betweoh micle frecennisse se þe hi to geþingum sohte . On ðone feower ond twentegðan dæg þæs monðes bið Sancte Willferðes geleornes ðæs halgan biscopes , ðæs halignes wæs sona æt his;singular
443;his lichoma wæs geseted on þa ylcan stowe ðær Sancte Cuthberhtes lichoma ær reste . On ðone seofoðan dæg þæs monðes bið Sancte Iohannes geleornes , se wæs biscop on Brytone on Norðanhymbra ðeode . Se gedyde dumbum men spræce , ond his wundor syndon awritene on istoria anglorum ðæm;bocum;, ond his lichoma ðær resteð on ðære stowe ðe mon nemneð Derewudu . On ðone eahteþan dæg þæs monðes bið þæt Sancte Michaheles cirice ærest funden wæs on ðæm munte Gargano , þær se mon wæs ofscoten mid his agenre stræle , mid þy þe he wolde ðone fearr;plural
444;, ond monnum bið ðonne gewunelic ðæt hi liðað ðonne on sæs bryme . On ðone ærestan dæg þæs monðes belimpað twegen mæssesongas . Se ærra bið on ðæm ealdan sacramentorium , ðæt is on ðæm ealdan mæssebocum on Sancte Prisces gemynd ðæs martyres . Oþer bið on ðæm niwran;bocum;on Sancte Nicomedes gemynd ðæs martyres . On ðone æfteran dæg þæs monðes bið Sancte Herasmis tid , se wæs biscop on Antiochia ceastre . He wæs fæger on ansyne ond ænlic , ond his eagan wæron swelce sunnan leoma . Ða on ða tid bebead Dioclitianus se casere ðæt;plural
445;handum gerecean heofenes tungol . On ðone ylcan dæg bið Sancte Germanus geleornys þæs bisceopes , se com on ðas Bretene ofer sæ on Brytwala dagum . Ond he dyde her monegu wundor ge on se ge on eorþan , ond his dæda syndon awritene ealle mid endebyrdnysse on Ongelcynnes;bocum;. On þam ylcan dæge byð þæs biscopes tid Sancti Eusebii . He wes þære burge bisceop Vercellensis , ond him wæs on swefne geywed hwylce dæge he sceolde to Criste geleoran . He seah on slæpe þæt he on flyhte wære on þam Kalendas dæge Augustus , þæt ys;plural
446;. He wæs in Cesarea ðære ceastre in Capadocia þære mægþe . Ða he þær geseah deofolgild begangan , þa gewat he in þone þiccestan wudu , ond him com unrim wildeora þær to ond hine weorþodon . Ond he lifde be þara wildeora meolcum , ond þonne he his;boc;rædde , ðonne sæton þa wildeor ymutan hine . Ða Alexander se gerefa het hyne him to gelædan ond hine ðreade mid miclum witum from Cristes geleafan . Ða he hine swiþost ðreade , ða com þær micel leo , se wæs ær mid þæn cnihte on þam wuda ,;singular
447;monum areccan ? Forþon Herodes het beran þæt heafod on þam dissce , forðam þe wæs kyninga dohtro þeaw , ðonne hi plegodon mid gyldenum applum on selfrenum disce . On þone ilcan dæg bið þære fæmnan tid Sancta Sabine in Rome , þære mæsse bið gemeted on þam niwran;bocum;. On þone XXXan dæg þæs monðes bið þæs bisceopes gemynd Sancti Felicis . Wæs in ðære ceastre þe is nemned Tubsocensi . Þa het Dioclitianus se kasere þære ceastre gerefa þæt he gename on þam biscope ealle Godes bec ond forbærnde . Þa nolde se bisceop ða bec syllan;plural
448;syllan , ac cwæþ , Selre is ðæt man me selfne bærne þonne ða godcundan gewritu . Þa het se dema hine sendan lacks_emendation to oþrum reþran deman mid his preostum . Swa he wæs onsended on monige healfe to missenlicum demum , ond æghwylc hine þreatode æfter ðam Godes;bocum;, oþ þæt he becom in þa ceastre þe is nemned Venusio , sio is on þam lande Apulie . Þa þreatode þære burge gerefa æfter þam bocum , þa cwæþ he . Ic hi hæbbe , ac ic hi nelle syllan . Þa het se hine lædan to þære;plural
449;mid his preostum . Swa he wæs onsended on monige healfe to missenlicum demum , ond æghwylc hine þreatode æfter ðam Godes bocum , oþ þæt he becom in þa ceastre þe is nemned Venusio , sio is on þam lande Apulie . Þa þreatode þære burge gerefa æfter þam;bocum;, þa cwæþ he . Ic hi hæbbe , ac ic hi nelle syllan . Þa het se hine lædan to þære beheafduncga mid his preostum . On æfænne hine man beheafdode , ond on ða ilcan tid wæs se mona in blod gecyrred . His mæssepreost þreowude mid him;plural
450;cristene . Ða het he hy gemartyrian þæt heora þæt halige blod orn æfter eorðan swa swa flod . Nyton we heora namena ma þonne Sanctus Mauricius , se wæs ðæs werodes ealdorman , ond Sanctus Exuprius ond Sanctus Candidus . Þa oðra noman syndon awritene on heofenum on lifes;bocum;. On ðone XXIII dæg þæs monðes bið ðæs diacones gemynd se is nemned Sancti Sossy . He wæs in ðære ceastre Meselana , ond sume dæge þa he rædde godspell æt mæssan , ða scan him heofonlic leoht ymb ðæt heafod . Ða cwæð se biscop se ðe his;plural
451;Oðer wæs se blaca Heawold , oðer se hwita Heawold . Ða mæssepreostas ferdon of ðisse Brytene east ofer sæ to Frysum ond ða lærdon to Godes geleafan ond ðær geðrowodon martyrdom for Criste , ond heofonlic leoht wæs gesewen ofer heora lichoman . Hyra wundor synt awriten on Angolcynnes;bocum;, ðæt is on istoria Anglorum . On ðone VII dæg þæs monðes bið þæs papan tid þæs noma wæs Sanctus Marcus . Se wæs on Constantynus dagum þæs caseres , ond his lichoma wæs bebyrged ond is in ðam mynstre þe hy nemnað æt Rome Balbino . On ðone;plural
452;gestaðelode ðæt fæmna mynster on Brytene þæt is nemned on Bercingum , ond on hyre dagum gelumpon heofonlicu wundro on ðam ilcan mynstre . Ond sum halig fæmne geseah þære ilcan Æðylburge gast mid gyldenum racenteagum beon getogen to heofenum . Hyre wundro ond hyre mynstres syndon awriten on Angolcynnes;bocum;. On ðone XIIII dæg þæs monðes bið Sancti Calistis gemynd þæs papan . Se þrowode martyrdom for Criste on ðæs caseres dagum se wæs nemned Macrini , ond he is bebyrged in ðam mynstre Calepode on ðam wege þe æt Rome is nemned Aurelia . Þes papa gesette on;plural
453;, oðerne for wines , þriddan for eles . On ðone XV dæg þæs monðes bið þæs martyres tid Sancti Lupuli , þæs mæsse bið gemeted on ðam yldran mæssebocum . On ðone XVIII dæg þæs monðes bið Sancte Lucas geleornes ðæs godspelleres . Se wrat ðone þriddan dæl Cristes;boca;in Achaia ðære mægðe , ond he wrat ða maran boc Actus Apostolorum . Lucas wæs acenned in Siria mægðe , ond he wæs æryst cræftig læce in Antiochia þære ceastre , ond he wæs eft Paulus gefera in ælce elðeodignesse , ond he wæs se clænosta wer . Næs;plural
454;XV dæg þæs monðes bið þæs martyres tid Sancti Lupuli , þæs mæsse bið gemeted on ðam yldran mæssebocum . On ðone XVIII dæg þæs monðes bið Sancte Lucas geleornes ðæs godspelleres . Se wrat ðone þriddan dæl Cristes boca in Achaia ðære mægðe , ond he wrat ða maran;boc;Actus Apostolorum . Lucas wæs acenned in Siria mægðe , ond he wæs æryst cræftig læce in Antiochia þære ceastre , ond he wæs eft Paulus gefera in ælce elðeodignesse , ond he wæs se clænosta wer . Næs he hæbbende wif ne bearn . He gefor þa he wæs;singular
455;þæs biscopes . He wæs Ceaddan broðor , ond sum halig mon geseah þæt he lædde Ceaddan sawle mid englum to heofenum . Ceadde wæs biscop in Eastseaxum , ond hwæðere his lichoma resteð be norðan gemære in ðam mynstre Læstinga ea , ond his dæda wæron awritene on Angolcynnes;bocum;. On ðone XXVIII dæg þæs monðes bið lacks_emendation þara apostola tid Simonis ond Thaddeos . Simonis wæs Sancta Marian swystorsunu , Cristes modrian sunu , seo wæs nemned on Cristesbocum Maria Cleopode . Þonne wæs Thaddeos oðer noma Iudas . Ðas apostolas æfter Cristes upastigenesse gewiton on Persida mægðe;plural
456;hihte minre hæle , and ic eom oferwrigen mid þam oferbrædelse Godes wordes , se ðe ealle þincg befehð and befædmað . Ne leofað ne se man soðlice be hlafe anum , ac of æghwilcum worde þe forðgæð of Godes muþe . Zosimus þa witodlice gehyrende þæt heo þæra haligra;boca;cwydas forðbrohte , ægðer ge of þam godspelle and of manegum oþrum . And he hire to cwæð , Eala modor leornodest þu æfre sealmas oþþe oþre halige gewritu ? Ða heo þis gehyrde þa smearcode heo wið his weardes þus cweðende , Gelyf me ne geseah ic nænne man;plural
457;to ecere reste becumen . On þære halgan þrynnysse naman her ongynnað þa gedonan þyng þe be urum hælende gedone wæron , eallswa Þeodosius , se mæra casere , hyt funde on Hierusalem on þæs Pontiscan Pilates domerne , eallswa hyt Nychodemus awrat , eall myd Ebreiscum stafum on manegum;bocum;þus awryten . Hyt gelamp to soðon on þam nygonteoðan geare þe Tyberius , se mycla casere , hæfde anweald ofer eall Romana rice and hym wæs undercyning Herodes þæs Galileiscan cyninges sunu , þe wæs eac Herodes haten . Þa on þam nygonteoðan geare heora ealdordomes on .VIII. kl.;plural
458;Hig wæron þa innor on þa ceastre gangende and hig hig gemetton on gebede licgan myd gebigedum cneowum and hig hig sona cyston and , myd ealre arwurðunge and myd Godes ege , hig to heora gesomnunge to Hierusalem gelæddon . And þærin belocenum gatum , hig wæron nymende þa;boc;, þe seo drihtenlice æ wæs on awryten , and hym on hand setton and þus cwædon : we halsiað eow þurh þæne uplican God and þurh þas dryhtenlican æ , þe ge on handan habbað , þæt gif ge gelyfon on þone ylcan þe eow of deaðe awehte secgað;singular
459;þære byrigene and funden heo æmtig . And þa eodan heo into þam ceastre and gemetten Carinus and Leuticius on gebedan licgende mid gebegedan cneowen . And heo sone ealla cysten and mid arwurðunge to Ierusalem to heora sinoðe gelaðoden . And þær inne belocanen geaten heo wæron nymenda þa;boc;þe seo drihtenlice æ wæs on gewriten , and heom on hand setten and þuss cwædon , We hælsigeð eow þurh þone uplicen God and þurh þa drihtenlice æ þe ge gehealden habbeð , þæt gyf ge gelefeð on þan ilcan þe eow of deaðe arærde , þæt ge secgen;singular
460;and swa þeh heo hit forhelen ne mihten . Nu , leofe Casere , ne gelef þu na þære Iudea leasunge , forþan þiss is eall soð þæt hit swa is geworden . Seo Drihtene lof and deofle sarege , Amen . Men þa leofestan , her sagað an þissum;bocum;ymbe ða miclan gewird þe to ðisse nihte wearð , þæt ure Drihten , Hælend Crist , on ðas niht gewearð , þe nu to niht wæs , þæt he of deaðe aras to midre nihte , and he astahg niðer to helwarum to þan , þæt he wolde þa;plural
461;rices girna and æfter earniað and ure Domines bebodu healdað . And se Drihten lifað and ricsaþ mid feder and mid suna and mid þan halgan gaste a worulda , a worulda a butan ænegum ende . Amen . Sermo in resurrectione domini Men þa leofestan her segþ on þissere;boc;"embe þa mycclan wundre þe on þissere nihte geweard , þæt ure Drihten hælend Crist on þas niht þe nu toniht wæs þæt he of deaðe aras to middre nihte . &amp; he astah niðer to helwarum to þan þæt he wolde þa helle bereafian , &amp; swa dyde ,";singular
462;"Easterniht to þan þæt he ealre þysse worulde ænde gesett swa ure Drihten self cwæð : Ic cume &amp; mine mede mid me bringe . He cymð ure Drihten on þisne middaneard mid mycclan egesan . Sunna &amp; mona aðistriað &amp; steorran fealleð on eorðan &amp; heofonas beoð gefealdenne swa";boca;"leaf . &amp; he sænt þonne ure Drihten his ængles feower &amp; hi blawað þonne feower beman on feower healfe þises middaneardes . Þonne segþ hit her siððan hi þa beman geblawan habbað þæt næfre fisc ne fugol ne wæter ne wilde deor ne fyr ne fela wuhta to þam";plural
463;"þær moncynnes forwearð on ægðere hand , þæt Omarus se scop sweotelicost sægde . For þon nis me þæs þearf , cwæð Orosius , to secgenne , for þon hit longsum is , &amp; eac monegum cuð . Þeah swa hwelcne mon swa lyste þæt witan , ræde on his";bocum;"hwelce ungetina &amp; hwelce tibernessa hie dreogende wæron ægðer ge on monslihtum ge on hungre ge on scipgebroce ge on mislicre forscapunge , swa mon on spellum sægð . Þa folc him betweonum ful x winter þa gewin wraciende wæron . Geþence þonne þara tida &amp; nu þissa , hwæþre";plural
464;"folc him betweonum ful x winter þa gewin wraciende wæron . Geþence þonne þara tida &amp; nu þissa , hwæþre him bet licien . Þa sona of þæm gefeohte wæs oþer æfterfylgende . Eneas mid his firde for of þæm Troianiscan gefeohte in Italiam . Þæt mæg mon eac on";bocum;"sceawigean , hu monega gewin &amp; hu monega gefeoht he ðær dreogende wæs . Ær þæm þe Romeburg getimbred wære lxiiiigum wintra , ricsade Sardanopolus se cyning in Asiria , þær Ninus se cyning ærest ricsade , &amp; Sardonopolus wæs se siðmesta cyning þe on ðæm londe ricsade . He";plural
465;"ymbe þæt gesægd þætte ær gewearð ær Romeburg getimbred wære , þæt wæs from frymðe middangeardes feower þusend wintra &amp; feower hund &amp; twa &amp; hundeahtatig , &amp; æfter þæm þe hio getimbred wæs , wæs ures Dryhtnes acennes ymb seofon hund wintra &amp; vtiene . Her endaþ sio forme";boc;", &amp; onginð sio æfterre . Ic wene , cwæð Orosius , þæt nan wis mon ne sie , buton he genoh geare wite þætte God þone ærestan monn ryhtne &amp; godne gesceop , &amp; eal monncynn mid him . Ond for þon þe he þæt god forlet þe him";singular
466;"&amp; heora deofolgieldum , &amp; þæt hie þonan mosten to þæm sawlum becuman , &amp; þæt hie hie mosten tawian mid þære mæstan bismrunge æt heora anfiteatra . Þa wæron unarimede , &amp; me nu monigfeald to secganne , for þon þu , fæder Agustinus , hie hæfst on þinum";bocum;"sweotole gesæd ; &amp; ic gehwam wille þærto tæcan þe hiene his lyst ma to witanne . Æfter þeosan on þæm ilcan geare tohlad seo eorþe binnan Romebyrig . Þa sædon heora biscepas eft þæt heora godas bædan þæt him mon sealde ænne cucne mon , þa him þuhte þæt";plural
467;"on us bereafiað , &amp; us eft hrædlice forlætað ; &amp; nyllað geþencan hwelc hit þa wæs , þa nan mon ne mehte æt oþrum his feorh gebycggan , ne furþon þætte þa wolden gefriend beon þe wæron gebroðor of fæder &amp; of meder . &amp; her endað sio þridde";boc;", &amp; onginð seo feorþe . Æfter þæm þe Romeburg getimbred wæs feower hunde wintrum &amp; feower &amp; siextegum , þætte Tarentine þæt folc plegedon binnan Tarentan heora byrg et heora þeatra þe þærbinnan geworht wæs . Þa gesawon hie Romane scipa on ðæm sæ irnan . Þa hrædlice comon";singular
468;"angeald þæs ærestan monnes synna mid miclum teonum &amp; witum , nu ic wille eac forþ gesecgan hwelc mildsung &amp; hwelc geþwærnes siþþan wæs siþþan se cristendom wæs , gelicost þæm þe monna heortan awende wurden , for þon þe þa ærran þing agoldene wæron . Her endaþ sio sixte";boc;", &amp; onginð seo siofoðe . Nu Ic wille , cwæð Orosius , on foreweardre þisse seofeþan bec gereccean þæt hit þeh Godes bebod wæs , þeh hit strong wære , hu emnlice þa feower onwealdas þara feower heafedrica þisses middangeardes gestodon . Þæt æreste wæs on Asirium , on";singular
469;"timbrede on oþerre stowe Hierusalem þa burg , &amp; þæt hie mon siþþan hete be noman Heliam . Æfter þæm þe Romeburg getimbred wæs DCCC wintra &amp; LXXXVIII , feng Ponpeius to Romana onwalde , þe mon oþre nomon het Pius . &amp; him sealde Iustinus se philosophus ane cristene";boc;"for hiora freondscipe . Siþþan he þa geleornod hæfde , he wearð cristnum monnum swa leof &amp; swiþe hold oþ his lifes ende . Æfter þæm þe Romeburg getimbred wæs DCCCC wintra &amp; III , feng Marcus Antonius to Romana onwalde mid his breðer Aureliuse . Hie wæron þa ærestan";singular
470;", þæt hus þe hiora godas inne wæron &amp; hiora diofolgield ; &amp; hiora bibliotheoco wearð onbærned from ligette , &amp; ealle heora ealdan bec forburnon þærinne . Þær wæs a swa micel dem geburnen swa on Alexandria wæs þære byrig on hiora bibliotheoco , þær forburnon IIII hund M";boca;". Æfter þæm þe Romeburg wæs getimbred DCCCC wintra &amp; XLIII , feng Seuerus to Romana onwalde , &amp; hiene hæfde XVII ger . He besæt Piscenius on anum fæstenne , oþ he him on hond eode ; &amp; he hiene siþþan het ofslean , for þon he wolde ricsian";plural
471;"he þæt geacsade &amp; him ongeanweard wæs , þa he gefor on þæm færelte . &amp; Iulianus feng to þæm onwalde , &amp; hiene hæfde an gear &amp; eahta monað . Þa wæs he sona geornfull þæt he wolde diegellice þone cristendom onwendan &amp; forbead openlice þæt mon nane fæste";boc;"ne leornode , &amp; sæde eac þæt nan cristen mon ne moste habban nænne his sunderfolgeþa , &amp; hie mid þæm þohte beswican . Ac ealle hie wæron þæs wordes , swa we hit eft secgan hierdon , cwæð Orosius , þæt him leofre wæs se cristendom to beganne þonne";singular
472;"aras on morgen &amp; getimbrode an weofod æt þam munte nyðeweardon &amp; twelf mearca on twelf Israhela mægðum . Moyses sende cnihtas , ðæt offrodan twelf cealfas . &amp; Moyses nam healf ðæt blod &amp; dyde on geryde orcas &amp; geat þæt oþer uppan þæt weofod ; &amp; rædde his";boc;"þam folce , &amp; hi cwædon : We doð ealle þa ðingc þe Drihten bebead , &amp; beoð gehyrsume . &amp; he nam þæt blod &amp; sprengde þæt folc , &amp; cwæð : þis is ðære treowðe blod , þe Drihten eow behet be eallum þison spræcon . Moyses &amp;";singular
473;"cwæþ to eallum Israhela folce : ðis synd þa þinc þe Drihten bebead : Wyrceað six dagas &amp; freolsiaþ þone seofoþan Gode to wurþminte ; se þe wyrcþ on þam seofoþan dæge , sy he ofslagen . Ne onæle ge nan fyr on þam dæge . Her ongynð seo ðridde";boc;", ðe is genemned on Ebreis Uaiccra , &amp; Leuiticus on Grecisc , &amp; Ministerialis on Leden , ðæt is ðenungboc on Englis , for ðan ðe ðæra sacerda ðenunga synd ðæron awritene . Drihten clypode to Moyse on þære halgan wurþungstowe , &amp; ðus cwæð : Sege Israhela bearnum";singular
474;"licað me , þeah hit weste sy . Ic eom Drihten eower God , ðe eow ut alædde of Egypta lande beforan ealles folces gesyhðe ; ðis synd ða bebodu &amp; domas &amp; laga , ðe Drihten gesette betwux him &amp; Israhela folce on Sinai dune . Her ongynð seo";boc;, ðe is genemned on Ebreisc Valedaber , ðæt is on Leden Numerus , and on Englisc Getel , for ðan ðe Israhela bearn wæron on ðære getealde . DRIHTEN spræc witodlice to Moyse on Sinai dune , on ðære halgan stowe , on ðam forman dæge ðæs æftran monðes;singular
